22,543.87,0.04
9,314.67,0.03
12,343.51,0.03
13,349.56,0.04
11,360.46,0.03
13,413.67,0.03
5,199.94,0.03
12,343.21,0.03
8,299.76,0.03
4,218.7,0.02
15,459.13,0.03
20,576.05,0.03
18,608.72,0.03
4,258.14,0.02
27,849.93,0.03
15,449.41,0.03
12,405.37,0.03
17,473.76,0.04
14,440.81,0.03
6,282.91,0.02
11,298.9,0.04
4,174.55,0.02
9,188.99,0.05
8,181.95,0.04
10,309.41,0.03
6,268.77,0.02
17,606.22,0.03
4,302.27,0.01
6,279.74,0.02
4,153.42,0.03
10,333.91,0.03
11,524.62,0.02
9,247.56,0.04
9,414.77,0.02
16,551.99,0.03
14,420.48,0.03
15,452.75,0.03
29,895.87,0.03
18,542.45,0.03
4,138.65,0.03
1,7.46,0.13
6,288.82,0.02
4,275.66,0.01
4,205.33,0.02
10,299.54,0.03
8,279.57,0.03
16,692.76,0.02
6,321.57,0.02
21,687.59,0.03
6,164.63,0.04
11,340.11,0.03
4,282.14,0.01
7,276.4,0.03
7,246.19,0.03
12,429.54,0.03
4,150.34,0.03
13,324.14,0.04
10,334.68,0.03
10,379.12,0.03
6,298.67,0.02
8,248.89,0.03
10,509.39,0.02
11,385.17,0.03
20,5883.18,0.0
22,533.94,0.04
6,398.07,0.02
19,433.88,0.04
16,430.07,0.04
20,626.91,0.03
5,179.09,0.03
9,221.6,0.04
13,392.48,0.03
18,648.9,0.03
4,213.24,0.02
12,428.07,0.03
7,278.46,0.03
11,436.15,0.03
21,878.2,0.02
8,256.11,0.03
29,757.08,0.04
5,216.1,0.02
6,119.91,0.05
5,211.65,0.02
10,374.82,0.03
8,259.77,0.03
15,606.03,0.02
12,455.75,0.03
12,523.08,0.02
25,799.08,0.03
17,483.08,0.04
10,310.55,0.03
14,369.03,0.04
14,464.3,0.03
5,219.04,0.02
16,361.91,0.04
10,352.86,0.03
10,263.76,0.04
14,419.78,0.03
7,103.01,0.07
6,249.9,0.02
6,251.82,0.02
15,529.94,0.03
20,561.28,0.04
9,359.08,0.03
9,218.01,0.04
12,303.18,0.04
14,268.12,0.05
4,218.52,0.02
6,241.39,0.02
8,220.57,0.04
20,581.05,0.03
10,273.92,0.04
16,377.13,0.04
9,206.45,0.04
23,439.26,0.05
18,603.2,0.03
17,450.38,0.04
3,185.72,0.02
15,483.99,0.03
10,323.68,0.03
22,504.5,0.04
6,204.17,0.03
23,535.71,0.04
8,190.43,0.04
21,580.97,0.04
